3/10,Ps 146 Edward Collins,"968 Cauldwell Avenue, Bronx, NY, 10456","Public district, PK-5",405
3/10,Ps 150 Charles James Fox,"920 East 167th Street, Bronx, NY, 10459","Public district, PK-5",867
3/10,Ps 152 Evergreen,"1007 Evergreen Avenue, Bronx, NY, 10472","Public district, K-5",816
3/10,Is 229 Roland Patterson,"275 Harlem River Park Bridge, Bronx, NY, 10453","Public district, 6-8",246
3/10,Is 206 Ann Mersereau,"2280 Aqueduct Avenue, Bronx, NY, 10468","Public district, 6-8",202
3/10,Jhs 22 Jordan L Mott,"270 East 167th Street, Bronx, NY, 10456","Public district, 6-8",458
3/10,Is 313 School Of Leadership Development,"1600 Webster Avenue, Bronx, NY, 10457","Public district, 6-8",317
3/10,Is 339,"1600 Webster Avenue, Bronx, NY, 10457","Public district, 6-8",505
3/10,Ps 340,"25 West 195th Street, Bronx, NY, 10468","Public district, PK-5",656
3/10,The Angelo Patri Middle School,"2225 Webster Avenue, Bronx, NY, 10457","Public district, 6-8",523
3/10,Ps 396,"1930 Andrews Avenue South, Bronx, NY, 10453","Public district, PK-5",336
3/10,Ps 199 The Shakespeare School,"1449 Shakespeare Avenue, Bronx, NY, 10452","Public district, PK-5",753
3/10,Ms 302 Luisa Dessus Cruz,"681 Kelly Street, Bronx, NY, 10455","Public district, 6-8",481
3/10,School Of Performing Arts,"977 Fox Street, Bronx, NY, 10459","Public district, 6-8",304
3/10,Bronx High School Law And Community Services,"500 East Fordham Road, Bronx, NY, 10458","Public district, 9-12",414
3/10,Bronx Academy Of Letters,"339 Morris Avenue, Bronx, NY, 10451","Public district, 6-12",577
3/10,Ps 63 Author S Academy,"1260 Franklin Avenue, Bronx, NY, 10456","Public district, PK-5",582
3/10,Luisa Piniero Fuentes School of Science and Discovery,"124 Eames Place, Bronx, NY, 10468","Public district, K-5",444
3/10,South Bronx Academy For Applied Media,"778 Forest Avenue, Bronx, NY, 10456","Public district, 6-8",232
3/10,Academy Of Public Relations,"778 Forest Avenue, Bronx, NY, 10456","Public district, 6-8",248
3/10,Eximius College Preparatory Academy,"1363 Fulton Avenue, Bronx, NY, 10456","Public district, 9-12",431
3/10,Mott Hall Bronx High School,"1595 Bathgate Avenue, Bronx, NY, 10457","Public district, 9-12",378
3/10,The Forward School,"3710 Barnes Avenue, Bronx, NY, 10467","Public district, 6-8",562
3/10,New World High School,"921 East 228th Street, Bronx, NY, 10466","Public district, 9-12",396
